speech_id,date,claim_id,claim,canonical_claim,land_relevance,delegitimization,environmental_repertoire,macro,meso,micro,considered
17439D42122,2015-04-28,17439D42122_6,"O MST nunca teve personalidade jurídica, nem apresenta balanço contábil, pois tais formalidades poderiam lhe dificultar os passos.",Movimentos da luta pela terra são desprovidos de formalidades legais e contábeis para facilitar suas ações.,Sim,Sim,,,,,
17439D42122,2015-04-28,17439D42122_3,"Através desses acordos, irriga-se o Movimento com recursos do Orçamento da União.",O Estado Brasileiro financia movimentos da luta pela terra.,,,,,,,
17439D42122,2015-04-28,17439D42122_7,A situação permanece ainda mais nebulosa.,A situação é incerta.,,,,,,,
17439D42122,2015-04-28,17439D42122_8,"A maior parte dos brasileiros tem dificuldade em avaliar montantes dessa ordem, pela simples razão de que tais cifras estão fora de seu dia a dia.",A população em geral tem dificuldade em compreender valores financeiros elevados.,,,,,,,
17439D42122,2015-04-28,17439D42122_10,"Esse dinheiro nas mãos de verdadeiros produtores rurais teria contribuído para produzir muito alimento para o nosso povo, que, em razão desta e de outras políticas, a cada dia sente mais e mais os efeitos do câncer inflacionário que já grassa pelo País.","Dinheiro público destinado a movimentos da luta pela terra poderia ter sido usado para produção de alimentos, o que reduziria a inflação e seus efeitos negativos sobre a população.",Sim,,,,,,
2423D37704,2003-03-24,2423D37704_1,"A região de Pacaraima, em Roraima, sofre com uma longa estiagem.",A região X sofre com estiagem prolongada.,,,Sim,,,,
2423D37704,2003-03-24,2423D37704_3,"Os igarapés próximos a Pacaraima foram providos de barragens para acumular água, mas não são suficientes em verões fortes.",Ações estatais de provisão de barragens para acumular água em corpos hídricos locais são insuficientes para lidar com eventos climáticos extremos.,,,Sim,,,,
2423D37704,2003-03-24,2423D37704_4,Faltou água na cidade de Pacaraima.,A falta de água em áreas urbanas é um problema.,,,Sim,,,,
2423D37704,2003-03-24,2423D37704_6,"A situação em Pacaraima foi criada por imposição de leis de cima para baixo, sem estudo da situação pelos responsáveis.",O Estado Brasileiro impõe leis sem considerar a realidade local.,Sim,,,,,,
2423D37704,2003-03-24,2423D37704_7,A região tornou-se área indígena como consequência da arrogância do Governo Collor.,O Estado Brasileiro é responsável pela demarcação de áreas indígenas.,Sim,,,,,,
2423D37704,2003-03-24,2423D37704_8,Pacaraima é uma cidade com infraestrutura urbana completa e não pode ser acabada ou deslocada.,A infraestrutura urbana de uma localidade não deve ser acabada ou deslocada.,,,,,,,
2423D37704,2003-03-24,2423D37704_9,Pacaraima é o resultado da única fronteira viva entre o Brasil e a Venezuela.,A fronteira entre o Brasil e a Venezuela é uma área de intensa atividade e desenvolvimento.,,,,,,,
2423D37704,2003-03-24,2423D37704_10,Foi necessária uma autorização judicial para que se pudesse retirar água para servir a população de Pacaraima.,O Estado Brasileiro precisa de autorização judicial para prover recursos hídricos essenciais à população.,,,Sim,,,,
2423D37704,2003-03-24,2423D37704_11,O fórum adequado para discutir assuntos delicados e controversos como a demarcação de terras indígenas é esta Casa (o parlamento).,O parlamento é o local apropriado para debater a demarcação de terras indígenas.,Sim,,,,,,
2423D37704,2003-03-24,2423D37704_12,É preciso buscar uma solução que contemple as comunidades indígenas com terras suficientes para que possam viver de acordo com suas culturas.,O Estado Brasileiro deve garantir terras suficientes para que comunidades indígenas possam viver de acordo com suas culturas.,Sim,,Sim,,,,
2423D37704,2003-03-24,2423D37704_16,As regras para o relacionamento entre índios e não-índios têm de nascer no parlamento.,O Estado Brasileiro deve definir as regras de relacionamento entre diferentes grupos sociais.,Sim,,,,,,
2423D37704,2003-03-24,2423D37704_17,"A negativa do fornecimento de água pode redundar em outras negativas amanhã, fazendo sofrer ainda mais as comunidades indígenas e não-indígenas.",A negativa de acesso a recursos naturais por parte do Estado Brasileiro causa sofrimento a comunidades indígenas e não-indígenas.,Sim,,Sim,,,,
2423D37704,2003-03-24,2423D37704_13,Os índios jamais tomariam atitudes como a negativa do fornecimento de água se não fossem fomentados por ONGs.,ONGs fomentam atitudes negativas de fornecimento de água por parte de indígenas.,Sim,Sim,,,,,
9199D39755,2008-11-03,9199D39755_2,O brasileiro tem o direito de possuir uma arma.,O Estado Brasileiro garante o direito de posse de arma para cidadãos.,,,,,,,
9199D39755,2008-11-03,9199D39755_3,"O Governo Federal, ao arrepio da lei aprovada, desvirtua a sua conduta e, em vez de estimular uma campanha publicitária para que as pessoas que possuem armas corram à Polícia Federal para fazer seu recadastramento, vai no rumo oposto, estimula o desarmamento, depois de ter gasto cerca de 6 milhões de reais em uma campanha milionária veiculada pelo País.",O Estado Brasileiro desvirtua a lei ao estimular o desarmamento em vez de seu recadastramento.,Sim,,,,,,
9199D39755,2008-11-03,9199D39755_4,"A partir do dia 1º de janeiro de 2009, cerca de 4 milhões de brasileiros que possuem armas não recadastradas estarão na ilegalidade, sujeitos à pena de reclusão.",O Estado Brasileiro impõe restrições legais a cidadãos que possuem armas não recadastradas.,,,,,,,
9199D39755,2008-11-03,9199D39755_5,É preciso que o Governo Federal atente para o objetivo do referendo realizado.,O Governo Federal deve considerar o resultado de uma consulta popular.,,,,,,,
9199D39755,2008-11-03,9199D39755_6,O povo decidiu pelo direito de ter armas.,O povo tem o direito de possuir armas.,,,,,,,
9199D39755,2008-11-03,9199D39755_10,"Enquanto 10 milhões de habitantes do Nordeste passam fome, precisam da ajuda de ONGs, lá não há uma única ONG registrada que beneficie aquele povo.",ONGs não auxiliam populações necessitadas em regiões específicas.,,,,,,,
9199D39755,2008-11-03,9199D39755_7,"As ONGs estão ocupando, indiscriminadamente, espaço nas reservas indígenas em Roraima.",ONGs ocupam espaço em reservas indígenas.,Sim,Sim,Sim,,,,
9199D39755,2008-11-03,9199D39755_11,"Na Amazônia, que abriga 250 mil índios, que têm tudo de que precisam, existem 60 mil ONGs registradas.",ONGs atuam em territórios indígenas que já possuem recursos suficientes.,Sim,Sim,Sim,,,,
14734D41347,2013-03-14,14734D41347_1,A desapropriação de terras em Mato Castelheano para a criação de uma reserva indígena é um caso absurdo.,A desapropriação de terras para a criação de reservas indígenas é avaliada negativamente.,Sim,Sim,,,,,
14734D41347,2013-03-14,14734D41347_3,"Os acampamentos para a criação da reserva indígena chegaram em 2005, sendo que em 1988, data da Constituição, não havia ninguém nessas terras.",A presença de movimentos da luta pela terra em determinados territórios é posterior à Constituição.,Sim,Sim,,,,,
14734D41347,2013-03-14,14734D41347_5,A criação da reserva indígena desalojará quase 200 famílias de pequenos agricultores para beneficiar cerca de 70 a 80 famílias indígenas.,A criação de reserva indígena prejudica pequenos agricultores em favor de famílias indígenas.,Sim,Sim,,,,,
14734D41347,2013-03-14,14734D41347_2,"Produtores rurais apresentaram escrituras de 1879 e 1912, do então Governador do Rio Grande do Sul, comprovando a posse de terras há gerações.",Produtores rurais demonstram posse de terras há gerações com base em documentos históricos.,Sim,,,,,,
14734D41347,2013-03-14,14734D41347_4,Há flagrantes irregularidades no processo e inquérito da Procuradoria Geral da República de Passo Fundo para a aquisição dessas terras.,O Estado Brasileiro realiza ações irregulares na aquisição de terras.,Sim,,,,,,
14734D41347,2013-03-14,14734D41347_6,A perda de 16 a 17 hectares por produtor prejudicará a situação da economia do Município.,A perda de área produtiva prejudica a economia local.,Sim,,,,,,
14734D41347,2013-03-14,14734D41347_7,"Escrituras de 1989 e 1912 comprovam a posse e o pagamento pelas terras, e não devem ser desconsideradas.","Documentos históricos comprovam a posse e o pagamento pelas terras, e não devem ser desconsiderados.",Sim,,,,,"Ações corretivas devem ser tomadas para corrigir erros, irregularidades e ameaças à sociedade.",
14734D41347,2013-03-14,14734D41347_8,"A gestão do PT, a Presidenta Dilma e o Governador Tarso Genro podem ter seu eleitorado questionado pelas 200 famílias desalojadas.",O Estado Brasileiro é responsável por desalojar famílias.,Sim,,,,,,
14734D41347,2013-03-14,14734D41347_9,Existem quarenta processos em andamento no Rio Grande do Sul para criação e ampliação de reservas indígenas.,O Estado Brasileiro cria e amplia reservas indígenas.,Sim,,,,,,
4027D38083,2004-04-06,4027D38083_2,Um dirigente da PETROBRAS promoveu greve e provocou anarquia na porta da fábrica da Azaléia.,Ações de protesto de movimentos da luta pela terra causam desordem.,,,,,,,
4027D38083,2004-04-06,4027D38083_3,O Ministro Waldir Pires deveria se dar por impedido porque é suspeito de dirigir a CGU e fazer com que os Municípios da Bahia sejam fiscalizados pelo seu Ministério.,O Estado Brasileiro deve se abster de fiscalizar municípios de uma determinada localidade.,,,,,,,
4027D38083,2004-04-06,4027D38083_4,O Ministro Waldir Pires foi derrotado várias vezes na Bahia como candidato a Senador e a Governador.,O Estado Brasileiro não é capaz de garantir direitos territoriais.,,,,,,,
4027D38083,2004-04-06,4027D38083_5,"O Ministro Waldir Pires usa um forte aparato policial, com alguns órgãos da CGU, com carros da Polícia Federal entrando nas pacatas cidades com as sirenes ligadas, parecendo que os Prefeitos são verdadeiros marginais, prejulgando antes de qualquer expressão da lei.",O Estado Brasileiro utiliza força policial excessiva contra prefeitos.,Sim,,,,,,
4027D38083,2004-04-06,4027D38083_6,"O Ministro Waldir Pires, inimigo de 85% dos Prefeitos da Bahia, deveria se dar como suspeito nesse período eleitoral.",O Ministro deveria se dar como suspeito nesse período eleitoral.,,,,,,,
4027D38083,2004-04-06,4027D38083_9,O Sr. Waldir Pires não é imparcial.,O Estado Brasileiro não é imparcial.,,,,,,,
4027D38083,2004-04-06,4027D38083_10,"O Sr. Waldir Pires participa de uma solenidade política ao lado do candidato do PT à Prefeitura de Salvador, fazendo pronunciamentos e ilações à política da Bahia.",Atores políticos participam de eventos com candidatos.,,,,,,,
4027D38083,2004-04-06,4027D38083_11,"Não podemos ter um julgador que toma partido acintosamente contra os Prefeitos, na maioria do PFL e seus coligados.",O Estado Brasileiro julga de forma parcial contra prefeitos.,,,,,,,
4027D38083,2004-04-06,4027D38083_13,"Quando a Governadora Benedita da Silva foi à Argentina com dinheiro do Erário, o Sr. Waldir Pires nenhuma providência tomou.",O Estado Brasileiro não tomou providências sobre a ação de um agente público em território estrangeiro.,,,,,,,
4027D38083,2004-04-06,4027D38083_14,"Quando se trata dos pequenos Prefeitos, principalmente do interior da Bahia, o Sr. Waldir Pires usa toda a força da Polícia Federal.",O Estado Brasileiro usa força policial contra prefeitos do interior.,,,,,,,
4027D38083,2004-04-06,4027D38083_15,"O Sr. Waldir Pires deveria também investigar o escândalo do Waldomiro, mas, em vez disso, defende o Governo.",O governo é defendido em vez de investigado.,,,,,,,
4027D38083,2004-04-06,4027D38083_16,"Não podemos permitir que isso continue a acontecer, pelo menos no período eleitoral.",A continuidade de certas ações deve ser impedida durante o período eleitoral.,,,,,,"O argumento central gira em torno da necessidade de manter a ordem, a lei e a estabilidade, ou de alterá-las.",
4027D38083,2004-04-06,4027D38083_17,O Ministro Waldir Pires não pode fazer o que faz na Bahia.,O Estado Brasileiro desautoriza ações de atores territoriais.,,,,,,,
7223D39140,2007-02-27,7223D39140_2,"O Movimento dos Trabalhadores Rurais Sem Terra - MST, a Confederação Nacional dos Trabalhadores na Agricultura - CONTAG e o Movimento de Libertação dos Sem-Terra - MLST criticam o abandono das metas da reforma agrária.",Movimentos da luta pela terra avaliam negativamente o abandono de metas de reforma agrária pelo Estado Brasileiro.,Sim,,,,,,
7223D39140,2007-02-27,7223D39140_4,"Se não tiver metas, a única coisa que vai acontecer é o aumento da pressão dos acampados.",A ausência de metas leva ao aumento da pressão de grupos que ocupam terras.,Sim,,,,,,
7223D39140,2007-02-27,7223D39140_5,Há incoerência da ação do Governo do Presidente Lula e do Partido dos Trabalhadores com o movimento do MERCOSUL de privilegiar a relação dos parceiros.,O Estado Brasileiro age de forma incoerente com acordos regionais.,,,,,,,
7223D39140,2007-02-27,7223D39140_6,"A Medida Provisória n º 354 estabelece a abertura de crédito extraordinário, em favor do Ministério das Relações Exteriores, no valor de 20 milhões de reais, para atender a programação constante do seu anexo.",O Estado Brasileiro aloca recursos financeiros para ações diplomáticas.,,,,,,,
7223D39140,2007-02-27,7223D39140_7,"O interesse na destinação desses 20 milhões de reais ao Governo boliviano é o de fortalecer a cooperação bilateral com aquele país, especialmente na área de desenvolvimento agrário e de agricultura familiar, com o propósito de prestar assistência na implantação da sua política fundiária de reforma agrária, além de dar sustentabilidade às atividades extrativistas da pequena agricultura.",O Estado Brasileiro apoia o desenvolvimento agrário e a política fundiária de outro país.,Sim,,Sim,,,,
7223D39140,2007-02-27,7223D39140_8,Há um tremendo descaso com a reforma agrária no País.,O Estado Brasileiro falha em promover a reforma agrária.,Sim,,,,,,
7223D39140,2007-02-27,7223D39140_9,O Governo entrega 20 milhões de reais à Bolívia para promover a sua reforma agrária.,O Estado Brasileiro transfere recursos financeiros para atores estrangeiros para promover reforma agrária.,Sim,,,,,,
7223D39140,2007-02-27,7223D39140_11,A gestão atual é uma gestão tapa-buraco.,A gestão atual é ineficaz.,,,,,,,
7223D39140,2007-02-27,7223D39140_12,A gestão atual prioriza claramente os interesses dos países vizinhos.,O Estado Brasileiro prioriza interesses de países vizinhos.,,,,,,,
7223D39140,2007-02-27,7223D39140_13,Problemas cruciais não estão sendo atendidos no território nacional.,O Estado Brasileiro não atende a problemas cruciais no território nacional.,,,,,,,
7223D39140,2007-02-27,7223D39140_14,"Manchetes dos jornais falam de aumento da tensão no campo, o que vai gerar sérios conflitos.",Aumento da tensão no campo gera conflitos.,Sim,,,,,,
7223D39140,2007-02-27,7223D39140_15,É uma grande incongruência destinar 20 milhões de reais à Bolívia enquanto há aumento da tensão no campo no Brasil.,O Estado Brasileiro desvia recursos de demandas internas para apoiar outros países.,Sim,,,,,,
21855D44026,2020-07-14,21855D44026_6,O discurso sobre genocídio é uma narrativa que chega a provocar náuseas e enjoo.,A narrativa sobre genocídio é inaceitável.,,Sim,,,,"Interesses específicos, como incentivos fiscais ou ódio ideológico, prevalecem sobre planejamento, estudos e a busca pela verdade.",
21855D44026,2020-07-14,21855D44026_15,"Diante dos números, não cabe falar em genocídio, de forma alguma, quando se tem mais de 750 mil índios no País.",O Estado Brasileiro não comete genocídio contra povos indígenas.,Sim,Sim,,,,,
21855D44026,2020-07-14,21855D44026_16,"É um absurdo falar em genocídio, considerando que são apenas 290 índios aldeados mortos.",O número de mortes de indígenas aldeados é pequeno para caracterizar genocídio.,Sim,Sim,,,,,
21855D44026,2020-07-14,21855D44026_1,"Governadores, Prefeitos e gestores estão usando o dinheiro do povo brasileiro de forma totalmente indevida, cometendo crimes, desviando e roubando.",Gestores públicos desviam e roubam dinheiro público.,,,,,,"O Estado é alvo de corrupção, desvio de recursos públicos e ações judiciais por improbidade.",
21855D44026,2020-07-14,21855D44026_2,O Governo Federal está fazendo de tudo para que o dinheiro chegue ao povo brasileiro.,O Estado Brasileiro busca garantir o acesso de cidadãos a recursos financeiros.,,,,,,,
21855D44026,2020-07-14,21855D44026_3,É uma vergonha o que certos gestores estão fazendo.,Gestores realizam ações vergonhosas.,,,,,,,
21855D44026,2020-07-14,21855D44026_4,"Nós daremos tratamento adequado previsto na legislação para os gestores que cometem crimes, reforçando-a e punindo esses gestores com rigor, exemplarmente.",O Estado Brasileiro punirá gestores que cometem crimes previstos na legislação.,,,,,,,
21855D44026,2020-07-14,21855D44026_5,"A medida provisória tem seu valor, pois é preciso flexibilizar a compra de insumos para salvar mais vidas.",A flexibilização da compra de insumos pelo Estado Brasileiro é necessária para salvar vidas.,,,,,,,
21855D44026,2020-07-14,21855D44026_7,"Pessoas que falam em Ministro militar nunca se importaram com Ministros terroristas, com pessoas que pegaram em armas, que promoveram luta armada e assaltaram bancos.",Atores que mencionam figuras militares não se importam com figuras que usaram violência armada.,,,,,,,
21855D44026,2020-07-14,21855D44026_8,"Quando se fala em militar, parece que se está falando um palavrão.",A ação de militar é vista negativamente.,,,,,,,
21855D44026,2020-07-14,21855D44026_9,É preciso ver um Ministro do Supremo Tribunal Federal fazer uma acusação gravíssima ao falar em genocídio.,O Estado Brasileiro é acusado de genocídio.,,,,,,,
21855D44026,2020-07-14,21855D44026_12,A Secretaria Especial de Saúde Indígena - SESAI é responsável por cuidar dos índios que estão aldeados.,O Estado Brasileiro é responsável por cuidar de populações indígenas aldeadas.,Sim,,,,,,
21855D44026,2020-07-14,21855D44026_13,"Os índios que estão no meio urbano, quando se trata de hospitais e doenças, são tratados pelo SUS e não são de responsabilidade da SESAI.",O Estado Brasileiro é responsável pelo atendimento de saúde de indígenas em contexto urbano.,,,,,,,
21855D44026,2020-07-14,21855D44026_17,"Brasileiros estão morrendo, seres humanos estão morrendo no mundo inteiro, e isso não é por falta de providências deste Governo.",O Estado Brasileiro não é responsável pela morte de seres humanos.,,,,,,,
21855D44026,2020-07-14,21855D44026_18,As pessoas estão morrendo porque é a COVID que as está matando.,A causa da morte das pessoas é uma doença específica.,,,,,,,
21855D44026,2020-07-14,21855D44026_19,O Brasil é o segundo país no mundo em cura da doença (COVID-19).,O Estado Brasileiro é eficaz no tratamento de doenças.,,,,,,,
14988D41393,2013-04-29,14988D41393_7,"Os bancos públicos já financiaram proprietários de terras com títulos, não invasores.","Bancos públicos financiaram proprietários de terras com títulos, não invasores.",Sim,Sim,,,,,
14988D41393,2013-04-29,14988D41393_10,"Reserva biológica é para fazer estudo científico, e não é possível fazer estudo científico numa área ocupada por trabalhadores.","A reserva biológica é destinada a estudo científico, o qual não pode ser realizado em área ocupada por trabalhadores.",Sim,Sim,,,,,
14988D41393,2013-04-29,14988D41393_1,A situação na Reserva Biológica do Gurupi nos deixou realmente muito preocupados.,Ações de atores ambientais em territórios específicos geram preocupação.,Sim,,Sim,,,,
14988D41393,2013-04-29,14988D41393_2,É preciso discutir de verdade a situação da Reserva Biológica do Gurupi.,A situação de uma reserva biológica precisa ser discutida.,Sim,,Sim,,,,
14988D41393,2013-04-29,14988D41393_3,O que acontece dentro da Reserva Biológica do Gurupi é diferente do que é decidido nos gabinetes em Brasília.,Ações em áreas protegidas são distintas de decisões administrativas centrais.,Sim,,Sim,,,"O argumento centraliza-se na desigualdade de serviços e na importância de áreas específicas, como as de baixa renda, rurais, de fronteira e protegidas.",
14988D41393,2013-04-29,14988D41393_4,As leis feitas em Brasília não consideram o espírito e a situação das pessoas atingidas.,O Estado Brasileiro não considera a situação das pessoas atingidas por suas leis.,Sim,,,,,,
14988D41393,2013-04-29,14988D41393_5,"Quando o decreto de 1988 foi baixado, já havia famílias dentro da reserva que estão lá há gerações.",A presença de famílias em territórios protegidos precede a criação dessas áreas.,Sim,,,,,,
14988D41393,2013-04-29,14988D41393_6,Quase 20 mil famílias estão em assentamentos na região.,O Estado Brasileiro garante assentamentos para famílias.,Sim,,,,,,
14988D41393,2013-04-29,14988D41393_8,Há barricadas da Polícia Militar em terrenos da comunidade na área em questionamento.,A polícia utiliza barreiras em territórios de comunidades.,Sim,,,,,,
14988D41393,2013-04-29,14988D41393_9,"Desde o decreto de 1988, o Governo não discute a indenização de quem teria que sair da reserva.",O Estado Brasileiro não discute indenização para pessoas que precisam sair de áreas de reserva.,Sim,,,,,,
14988D41393,2013-04-29,14988D41393_13,Policial e funcionários dos institutos aliciam filhas de famílias da comunidade.,O Estado Brasileiro alicia filhas de famílias de comunidades.,,,,,,,
14988D41393,2013-04-29,14988D41393_14,Produtores rurais têm que pagar propina para passar seu gado pelas barreiras.,Produtores rurais são forçados a pagar propina para movimentar seu gado.,Sim,,,,,,
14988D41393,2013-04-29,14988D41393_15,É preciso ir para a ponta e discutir a situação das pessoas atingidas pela criação da reserva.,O Estado Brasileiro deve discutir a situação das pessoas atingidas pela criação de reservas.,Sim,,,,,,
14988D41393,2013-04-29,14988D41393_16,Estão mandando jovens para a cidade para serem vítimas do crack e da violência.,Ações de determinados atores levam jovens a se tornarem vítimas de drogas e violência.,,,,,,,
14988D41393,2013-04-29,14988D41393_18,Existe indignação com a situação.,A indignação existe.,,,,,,,
6449D38811,2006-04-04,6449D38811_1,É absurdo o que ocorreu na Fazenda Coqueiros.,Ações em determinada propriedade rural são inaceitáveis.,Sim,,,,,,
6449D38811,2006-04-04,6449D38811_10,Os sem-terra estão diante de uma nova chance histórica.,Movimentos da luta pela terra têm uma nova oportunidade.,Sim,,,,,,
6449D38811,2006-04-04,6449D38811_12,O Estado precisa se aparelhar para preservar a própria integridade institucional.,O Estado Brasileiro deve se aparelhar para preservar sua integridade institucional.,,,,,,,
6449D38811,2006-04-04,6449D38811_14,"Os bloqueios são rotina nas estradas, inclusive com saques e roubos de cargas.","Movimentos da luta pela terra realizam bloqueios em estradas, incluindo saques e roubos de cargas.",,,,,,,
6449D38811,2006-04-04,6449D38811_15,A energia destrutiva avança sobre projetos científicos de empresas privadas.,Atores privados que realizam projetos científicos são alvo de energia destrutiva.,,,,,,"Instituições estatais, atores privados e o país são alvo de descrença, denúncias e críticas.",
6449D38811,2006-04-04,6449D38811_16,"O Governo Lula está preocupado em evitar ""a criminalização do movimento"".",O Estado Brasileiro se preocupa em não criminalizar movimentos sociais.,Sim,,,,,,
6449D38811,2006-04-04,6449D38811_17,O Ministério do Desenvolvimento Agrário acha normal o recrudescimento das invasões.,O Estado Brasileiro considera aceitável o aumento de invasões de terra.,Sim,,,,,,
6449D38811,2006-04-04,6449D38811_18,O Ministério do Desenvolvimento Agrário considera o recrudescimento das invasões uma conseqüência natural do aumento de expectativa em relação à reforma agrária.,O Estado Brasileiro avalia que o aumento de invasões é uma consequência natural do aumento de expectativa em relação à reforma agrária.,Sim,,,,,,
6449D38811,2006-04-04,6449D38811_19,O Procurador-Geral da República nada faz em relação às invasões.,O Estado Brasileiro não age em relação a ações de ocupação territorial.,Sim,,,,,,
6449D38811,2006-04-04,6449D38811_20,"O Procurador-Geral da República considera as invasões ""ordeiras e pacíficas"".",Ações de movimentos da luta pela terra são qualificadas como ordeiras e pacíficas.,Sim,,,,,,
6449D38811,2006-04-04,6449D38811_21,O Procurador-Geral da República considera as invasões perfeitamente aceitáveis em terras improdutivas.,A ocupação de terras improdutivas é aceitável.,Sim,,,,,As ações de ocupação de terras e espaços por movimentos sociais são apresentadas como errôneas e problemáticas.,
6449D38811,2006-04-04,6449D38811_22,"A Constituição autoriza a desapropriação, não a invasão, em fazendas sem função social.","A Constituição autoriza a desapropriação de propriedades sem função social, mas não a invasão.",Sim,,,,,,
6449D38811,2006-04-04,6449D38811_23,O Ministério da Justiça e a Presidência da República consideram que a lei está sendo cumprida.,O Estado Brasileiro considera que a lei está sendo cumprida.,,,,,,,
6449D38811,2006-04-04,6449D38811_24,"O INCRA parece esquecer-se de que há uma medida provisória em vigor que impede desapropriações em terras invadidas, sem por isso ser admoestado.",O Estado Brasileiro desconsidera legislação vigente que impede desapropriações em terras invadidas.,Sim,,,,,,
6449D38811,2006-04-04,6449D38811_26,"Se o Governo continuar tapando os olhos e passando a mão nas costas dos trabalhadores sem terra, o Brasil estará condenado a uma onda sem limites de violência no campo.",A inação do Estado Brasileiro diante das demandas de movimentos da luta pela terra leva ao aumento da violência no campo.,Sim,,,,,,
6449D38811,2006-04-04,6449D38811_27,Uma onda de violência no campo já começou.,A violência no campo ocorre.,Sim,,,,,"O argumento centraliza a violência e a precariedade de serviços básicos no campo, além de mortes no sistema prisional.",
6449D38811,2006-04-04,6449D38811_28,O Governo e o Presidente Lula ainda não enxergaram a onda de violência no campo.,O Estado Brasileiro não reconhece a violência no campo.,Sim,,,,,"O argumento centraliza a violência e a precariedade de serviços básicos no campo, além de mortes no sistema prisional.",
6449D38811,2006-04-04,6449D38811_7,O MST está tentando tornar as propriedades improdutivas de forma violenta.,Movimentos da luta pela terra buscam tornar propriedades improdutivas de forma violenta.,Sim,Sim,,,,,
6449D38811,2006-04-04,6449D38811_9,"Para o MST, a violência sempre possui uma justificativa.",Movimentos da luta pela terra avaliam a violência como justificável.,Sim,Sim,,,,,
6449D38811,2006-04-04,6449D38811_13,"As invasões ultrapassam os limites do campo, tomam as cidades, consolidam-se como prática em prédios públicos.",Movimentos da luta pela terra invadem prédios públicos nas cidades.,Sim,Sim,,,,,
6449D38811,2006-04-04,6449D38811_25,Os absurdos relacionados ao MST precisam ser tolerados.,O Estado Brasileiro deve tolerar as ações de movimentos da luta pela terra.,Sim,Sim,,,,,
376D36984,2001-04-03,376D36984_1,"Estamos encerrando um ciclo da reforma agrária brasileira, iniciado em fins da década de 50.",O Estado Brasileiro encerra um ciclo de política de reforma agrária.,Sim,,,,,,
376D36984,2001-04-03,376D36984_3,A reforma agrária brasileira exige novas orientações e um novo modelo para apoiar o pequeno agricultor.,O Estado Brasileiro deve reformular o modelo de reforma agrária para apoiar o pequeno agricultor.,Sim,,,,,,
376D36984,2001-04-03,376D36984_10,A reforma agrária da produção deve ser defendida.,A reforma agrária é defendida.,Sim,,,,,,
376D36984,2001-04-03,376D36984_14,"Novos caminhos para a agricultura e reforma agrária devem valorizar quem trabalha no campo, o pequeno agricultor e os com-terra.","A agricultura e a reforma agrária devem valorizar os trabalhadores do campo, os pequenos agricultores e os detentores de terra.",Sim,,,,,,
376D36984,2001-04-03,376D36984_15,Novos caminhos para a agricultura e reforma agrária devem propiciar condições de vida para os sem-terra.,A agricultura e a reforma agrária devem prover condições de vida para os sem-terra.,Sim,,,,,,
376D36984,2001-04-03,376D36984_4,O Movimento dos Sem-Terra invadiu uma propriedade produtiva.,Movimentos da luta pela terra invadem propriedades produtivas.,Sim,Sim,,,,,
376D36984,2001-04-03,376D36984_5,O Movimento dos Sem-Terra não defende a reforma agrária que queremos.,Movimentos da luta pela terra não defendem a reforma agrária desejada pelo proponente.,Sim,Sim,,,,,
376D36984,2001-04-03,376D36984_7,Uma fazenda produtiva como a Fazenda Renascença é invadida em nome da reforma agrária.,Ações em nome da reforma agrária desautorizam a propriedade produtiva.,Sim,Sim,,,,,
376D36984,2001-04-03,376D36984_8,O processo de invasão de propriedades produtivas é desvirtuado.,Ações de movimentos da luta pela terra desvirtuam o processo de invasão de propriedades produtivas.,Sim,Sim,,,,"Ações de invasão de propriedades rurais causam danos materiais, afetam setores produtivos e aumentam a hostilidade.",
376D36984,2001-04-03,376D36984_11,A invasão de terras produtivas é inaceitável em nosso País.,Ações de ocupação de terras por movimentos sociais são inaceitáveis para o Estado Brasileiro.,Sim,Sim,,,,,
376D36984,2001-04-03,376D36984_12,"A ação de invadir terras produtivas só pode ter a simpatia daqueles que apostam no ""quanto pior melhor"".",A ação de invadir terras produtivas é apoiada por aqueles que desejam o pior cenário.,Sim,Sim,,,,,
376D36984,2001-04-03,376D36984_16,Novos caminhos para a agricultura e reforma agrária jamais devem pactuar com a invasão de terras produtivas.,Movimentos da luta pela terra não devem invadir terras produtivas.,Sim,Sim,,,,,
376D36984,2001-04-03,376D36984_17,A invasão de terras produtivas não levará o País a lugar nenhum.,Ações de ocupação de terras produtivas são prejudiciais ao desenvolvimento do país.,Sim,Sim,,,,,
14545D41254,2012-12-11,14545D41254_11,"A área de 160 mil hectares, de onde estão sendo despejadas 7 mil pessoas, nunca foi área indígena.",O Estado Brasileiro desaloja pessoas de área que não é indígena.,Sim,Sim,,,,,
14545D41254,2012-12-11,14545D41254_14,A maioria dos índios já disse que nunca morou naquela região.,A maioria dos povos indígenas nega ter habitado a região.,Sim,Sim,,,,,
14545D41254,2012-12-11,14545D41254_18,"Mais de 4 mil pessoas participaram da audiência, inclusive índios, o pajé e tantos outros, que confirmaram que aquela área nunca foi deles.",A posse territorial de povos indígenas sobre determinada área é inexistente.,Sim,Sim,,,,,
14545D41254,2012-12-11,14545D41254_20,Não havia necessidade de ampliação de área indígena.,O Estado Brasileiro não deveria expandir áreas indígenas.,Sim,Sim,,,,,
14545D41254,2012-12-11,14545D41254_1,"Sete pessoas já foram feridas na gleba Suiá-Missu, em Alto Boa Vista, Mato Grosso.",Ações de atores territoriais resultam em ferimentos a pessoas.,Sim,,,,,,
